"";"ano";"uf";"divisao";"percentual";"vinculos"
"614";1995;"AC";26;0,557851239669422;726
"619";1995;"AC";27;1;10
"613";1995;"AC";28;0,966666666666667;30
"607";1995;"AC";29;0;0
"608";1995;"AC";31;0;0
"618";1995;"AC";34;1;8
"610";1995;"AC";35;0;0
"609";1995;"AC";36;0,876543209876543;81
"622";1995;"AL";1;0,703471656009956;23303
"643";1995;"AL";5;0,418604651162791;129
"624";1995;"AL";10;0;0
"627";1995;"AL";11;0,121951219512195;41
"625";1995;"AL";13;0;0
"626";1995;"AL";14;0,593814432989691;485
"634";1995;"AL";15;0,525668529576541;73183
"638";1995;"AL";16;0,828744750349977;2143
"640";1995;"AL";17;0,546099290780142;2256
"623";1995;"AL";18;0,934010152284264;394
"644";1995;"AL";19;0,961240310077519;129
"635";1995;"AL";20;0,593406593406593;273
"628";1995;"AL";21;0,482587064676617;201
"629";1995;"AL";23;0,399097235283054;5317
"639";1995;"AL";24;0,0828437132784959;1702
"637";1995;"AL";26;0,633122028526149;1262
"642";1995;"AL";27;0,0752864157119476;611
"636";1995;"AL";28;0,728395061728395;243
"630";1995;"AL";29;0,262773722627737;274
"631";1995;"AL";31;0,91304347826087;46
"641";1995;"AL";34;0,26;300
"633";1995;"AL";35;0,738095238095238;42
"632";1995;"AL";36;0,616341030195382;563
"645";1995;"AM";1;0,492370295015259;983
"666";1995;"AM";5;0,8;95
"647";1995;"AM";10;0;0
"650";1995;"AM";11;0;0
"648";1995;"AM";13;0,0642813826561552;1649
"649";1995;"AM";14;0,00657894736842105;152
"657";1995;"AM";15;0,210411591229645;7799
"661";1995;"AM";16;0;30
"663";1995;"AM";17;0,678009141696293;1969
"646";1995;"AM";18;0,680580762250454;551
"667";1995;"AM";19;0,457142857142857;105
"658";1995;"AM";20;0,580361278369616;6477
"651";1995;"AM";21;0,140790742526519;1037
"652";1995;"AM";23;0,00218818380743982;457
"662";1995;"AM";24;0,115982241953385;1802
"660";1995;"AM";26;0,239018087855297;1548
"665";1995;"AM";27;0,206382978723404;940
"659";1995;"AM";28;0,147268408551069;1263
"653";1995;"AM";29;0,0657894736842105;1216
"654";1995;"AM";31;0,302707930367505;2068
"664";1995;"AM";34;0,0573770491803279;366
"656";1995;"AM";35;0,0349027449554626;5501
"655";1995;"AM";36;0,0773809523809524;2184
"668";1995;"AP";1;0,39018691588785;428
"689";1995;"AP";5;0,37984496124031;258
"670";1995;"AP";10;0;0
"673";1995;"AP";11;0;0
"671";1995;"AP";13;0,045045045045045;666
"672";1995;"AP";14;0;2
"680";1995;"AP";15;0,266283524904215;1044
"684";1995;"AP";16;0;4
"686";1995;"AP";17;0;0
"669";1995;"AP";18;0;0
"690";1995;"AP";19;0;0
"681";1995;"AP";20;0,715909090909091;88
"674";1995;"AP";21;0,0282167042889391;886
"675";1995;"AP";23;0;0
"685";1995;"AP";24;0,4;5
"683";1995;"AP";26;0,803088803088803;259
"688";1995;"AP";27;0,0224719101123595;89
"682";1995;"AP";28;0,387862796833773;379
"676";1995;"AP";29;0;0
"677";1995;"AP";31;0;0
"687";1995;"AP";34;0,285714285714286;7
"679";1995;"AP";35;0;0
"678";1995;"AP";36;0,526315789473684;57
"691";1995;"BA";1;0,83486062860738;73114
"712";1995;"BA";5;0,708253358925144;1042
"693";1995;"BA";10;0,8;10
"696";1995;"BA";11;0,0112921140318401;5402
"694";1995;"BA";13;0,115020297699594;4434
"695";1995;"BA";14;0,465307203389831;3776
"703";1995;"BA";15;0,506813483525292;47406
"707";1995;"BA";16;0,848807339449541;2725
"709";1995;"BA";17;0,402929577464789;8875
"692";1995;"BA";18;0,86273987206823;7504
"713";1995;"BA";19;0,524774774774775;1776
"704";1995;"BA";20;0,811701412239408;4461
"697";1995;"BA";21;0,239479261277626;3303
"698";1995;"BA";23;0,392882947976879;5536
"708";1995;"BA";24;0,112502511216768;14933
"706";1995;"BA";26;0,523576558759238;9607
"711";1995;"BA";27;0,0988180585157915;5161
"705";1995;"BA";28;0,309477215543752;3577
"699";1995;"BA";29;0,140552995391705;1736
"700";1995;"BA";31;0,0668859649122807;912
"710";1995;"BA";34;0,569979716024341;493
"702";1995;"BA";35;0,505181347150259;386
"701";1995;"BA";36;0,584682080924856;3460
"714";1995;"CE";1;0,771310788149804;14312
"735";1995;"CE";5;0,650915283099191;2349
"716";1995;"CE";10;0,692307692307692;13
"719";1995;"CE";11;0;370
"717";1995;"CE";13;0,588235294117647;17
"718";1995;"CE";14;0,55937893411666;4766
"726";1995;"CE";15;0,74464370734804;50408
"730";1995;"CE";16;0;76
"732";1995;"CE";17;0,459448036853895;23661
"715";1995;"CE";18;0,807890866994149;31961
"736";1995;"CE";19;0,832852126414358;12815
"727";1995;"CE";20;0,905623787976729;1547
"720";1995;"CE";21;0,712545676004872;821
"721";1995;"CE";23;0,0698856416772554;787
"731";1995;"CE";24;0,538992869875223;4488
"729";1995;"CE";26;0,832644628099174;7260
"734";1995;"CE";27;0,599409448818898;2032
"728";1995;"CE";28;0,373566284342491;7498
"722";1995;"CE";29;0,438844499078058;1627
"723";1995;"CE";31;0,277183098591549;1775
"733";1995;"CE";34;0,527687296416938;614
"725";1995;"CE";35;0,632887189292543;523
"724";1995;"CE";36;0,777231201686578;4269
"737";1995;"DF";1;0,470023980815348;7089
"758";1995;"DF";5;0,366666666666667;30
"739";1995;"DF";10;0;0
"742";1995;"DF";11;0;0
"740";1995;"DF";13;0,0114942528735632;522
"741";1995;"DF";14;0,051948051948052;616
"749";1995;"DF";15;0,37184265010352;9660
"753";1995;"DF";16;0;70
"755";1995;"DF";17;0,597222222222222;144
"738";1995;"DF";18;0,714285714285714;1400
"759";1995;"DF";19;0,811594202898551;69
"750";1995;"DF";20;0,372842347525892;869
"743";1995;"DF";21;0,389344262295082;244
"744";1995;"DF";23;0,307692307692308;13
"754";1995;"DF";24;0,433408577878104;443
"752";1995;"DF";26;0,205219454329775;1686
"757";1995;"DF";27;0,420875420875421;297
"751";1995;"DF";28;0,239398084815321;1462
"745";1995;"DF";29;0,158798283261803;699
"746";1995;"DF";31;0,475177304964539;282
"756";1995;"DF";34;0,563451776649746;197
"748";1995;"DF";35;0,0277777777777778;72
"747";1995;"DF";36;0,387936132465996;1691
"760";1995;"ES";1;0,779789526019224;24136
"781";1995;"ES";5;0,641068447412354;599
"762";1995;"ES";10;0,776595744680851;188
"765";1995;"ES";11;0,00661703887510339;1209
"763";1995;"ES";13;0,0615796519410977;747
"764";1995;"ES";14;0,309436100878436;7058
"772";1995;"ES";15;0,43687374749499;22455
"776";1995;"ES";16;0;52
"778";1995;"ES";17;0,396829391041772;3974
"761";1995;"ES";18;0,875100255195042;13715
"782";1995;"ES";19;0,608587650816182;2818
"773";1995;"ES";20;0,755511518454298;4037
"766";1995;"ES";21;0,032301938116287;2941
"767";1995;"ES";23;0,350236355822948;2327
"777";1995;"ES";24;0,29020979020979;1144
"775";1995;"ES";26;0,412629644216883;15234
"780";1995;"ES";27;0,0517722578844544;7166
"774";1995;"ES";28;0,319554382878921;3411
"768";1995;"ES";29;0,215125516364792;3147
"769";1995;"ES";31;0,380510440835267;431
"779";1995;"ES";34;0,664242424242424;825
"771";1995;"ES";35;0,463235294117647;136
"770";1995;"ES";36;0,734463276836158;4248
"783";1995;"GO";1;0,557455880611157;42215
"804";1995;"GO";5;0,725806451612903;62
"785";1995;"GO";10;0,5;4
"788";1995;"GO";11;1;1
"786";1995;"GO";13;0,105095541401274;1884
"787";1995;"GO";14;0,226348364279399;4524
"795";1995;"GO";15;0,390628804143335;45181
"799";1995;"GO";16;0,284916201117318;179
"801";1995;"GO";17;0,53937210499228;3886
"784";1995;"GO";18;0,861034133153092;14795
"805";1995;"GO";19;0,708893337146125;3497
"796";1995;"GO";20;0,798908807482463;1283
"789";1995;"GO";21;0,44349477682811;1053
"790";1995;"GO";23;0,352136310829999;7747
"800";1995;"GO";24;0,303846153846154;6240
"798";1995;"GO";26;0,629676511954993;7110
"803";1995;"GO";27;0,354925053533191;1868
"797";1995;"GO";28;0,593076736867587;4131
"791";1995;"GO";29;0,332931242460796;829
"792";1995;"GO";31;0,654135338345865;665
"802";1995;"GO";34;0,729686242960579;1243
"794";1995;"GO";35;0,478632478632479;468
"793";1995;"GO";36;0,677319587628866;3880
"806";1995;"MA";1;0,332642218478683;7717
"827";1995;"MA";5;0,37888198757764;161
"808";1995;"MA";10;0;0
"811";1995;"MA";11;0;0
"809";1995;"MA";13;0,104602510460251;239
"810";1995;"MA";14;0,420765027322404;366
"818";1995;"MA";15;0,525687965040746;8467
"822";1995;"MA";16;0,44047619047619;84
"824";1995;"MA";17;0,77120315581854;507
"807";1995;"MA";18;0,909620991253644;343
"828";1995;"MA";19;0,626984126984127;126
"819";1995;"MA";20;0,797693124905145;6589
"812";1995;"MA";21;0,0977917981072555;634
"813";1995;"MA";23;0,531380753138075;956
"823";1995;"MA";24;0,545565006075334;823
"821";1995;"MA";26;0,712068296468762;2577
"826";1995;"MA";27;0,0854497982435319;4213
"820";1995;"MA";28;0,346953937592868;1346
"814";1995;"MA";29;0,211382113821138;123
"815";1995;"MA";31;0,714285714285714;7
"825";1995;"MA";34;0,445692883895131;267
"817";1995;"MA";35;0,320056899004267;703
"816";1995;"MA";36;0,760744985673352;1396
"829";1995;"MG";1;0,710856344668998;362249
"850";1995;"MG";5;0,723004694835681;213
"831";1995;"MG";10;0,895303326810176;1022
"834";1995;"MG";11;0,467532467532468;231
"832";1995;"MG";13;0,0651185449821371;24632
"833";1995;"MG";14;0,405725756344692;20923
"841";1995;"MG";15;0,463233776775028;145378
"845";1995;"MG";16;0,0703753351206434;2984
"847";1995;"MG";17;0,40321150790332;59785
"830";1995;"MG";18;0,782157168639687;65382
"851";1995;"MG";19;0,671572945157851;43142
"842";1995;"MG";20;0,662197662831778;11039
"835";1995;"MG";21;0,32703034887019;10577
"836";1995;"MG";23;0,322570052539405;9136
"846";1995;"MG";24;0,355464395594596;22427
"844";1995;"MG";26;0,495296906664627;52306
"849";1995;"MG";27;0,0916884208663333;90404
"843";1995;"MG";28;0,305652202455196;45699
"837";1995;"MG";29;0,196186823104693;17728
"838";1995;"MG";31;0,175445567033716;17618
"848";1995;"MG";34;0,0801743336765727;41759
"840";1995;"MG";35;0,238998788857489;2477
"839";1995;"MG";36;0,664516129032258;35340
"852";1995;"MS";1;0,575649464851013;59703
"873";1995;"MS";5;0,8;5
"854";1995;"MS";10;0,965174129353234;201
"857";1995;"MS";11;0;0
"855";1995;"MS";13;0,0213675213675214;702
"856";1995;"MS";14;0,367477592829705;781
"864";1995;"MS";15;0,276226630745367;24498
"868";1995;"MS";16;0;32
"870";1995;"MS";17;0,202302631578947;608
"853";1995;"MS";18;0,860920666013712;1021
"874";1995;"MS";19;0,433551198257081;918
"865";1995;"MS";20;0,744952178533475;2823
"858";1995;"MS";21;0,461538461538462;26
"859";1995;"MS";23;0,210982658959538;5190
"869";1995;"MS";24;0,510204081632653;441
"867";1995;"MS";26;0,684941013185288;2882
"872";1995;"MS";27;0,322175732217573;478
"866";1995;"MS";28;0,634522661523626;1037
"860";1995;"MS";29;0,236254295532646;1164
"861";1995;"MS";31;0,400479616306954;417
"871";1995;"MS";34;0,69215291750503;497
"863";1995;"MS";35;0,327160493827161;162
"862";1995;"MS";36;0,690068493150685;1168
"875";1995;"MT";1;0,478709451779313;34311
"896";1995;"MT";5;1;5
"877";1995;"MT";10;1;1
"880";1995;"MT";11;0,5;2
"878";1995;"MT";13;0,235294117647059;391
"879";1995;"MT";14;0,305147058823529;1088
"887";1995;"MT";15;0,202150974025974;24640
"891";1995;"MT";16;0,0727272727272727;55
"893";1995;"MT";17;0,258777633289987;769
"876";1995;"MT";18;0,824626865671642;804
"897";1995;"MT";19;0,485981308411215;535
"888";1995;"MT";20;0,695402813872211;22318
"881";1995;"MT";21;0,398340248962656;241
"882";1995;"MT";23;0,198019207683073;16660
"892";1995;"MT";24;0,383458646616541;532
"890";1995;"MT";26;0,604716103009618;3223
"895";1995;"MT";27;0,351278600269179;743
"889";1995;"MT";28;0,529839883551674;687
"883";1995;"MT";29;0,409638554216867;166
"884";1995;"MT";31;0,578947368421053;95
"894";1995;"MT";34;0,516934046345811;561
"886";1995;"MT";35;0,218487394957983;119
"885";1995;"MT";36;0,644644002565747;1559
"898";1995;"PA";1;0,605166317916156;13859
"919";1995;"PA";5;0,314199395770393;2979
"900";1995;"PA";10;0,612903225806452;31
"903";1995;"PA";11;0,10930828351836;1171
"901";1995;"PA";13;0,0707701457032412;3363
"902";1995;"PA";14;0,13434247871334;1057
"910";1995;"PA";15;0,439873417721519;20224
"914";1995;"PA";16;0;69
"916";1995;"PA";17;0,701681640175075;4341
"899";1995;"PA";18;0,83265306122449;980
"920";1995;"PA";19;0,464285714285714;196
"911";1995;"PA";20;0,66892867455963;41556
"904";1995;"PA";21;0,111799217731421;3068
"905";1995;"PA";23;0,769230769230769;13
"915";1995;"PA";24;0,43374038896427;2211
"913";1995;"PA";26;0,395269112101474;2917
"918";1995;"PA";27;0,0764804603212659;4171
"912";1995;"PA";28;0,295175023651845;1057
"906";1995;"PA";29;0,199288256227758;281
"907";1995;"PA";31;0,564705882352941;170
"917";1995;"PA";34;0,519174041297935;339
"909";1995;"PA";35;0,36734693877551;441
"908";1995;"PA";36;0,608205128205128;975
"921";1995;"PB";1;0,669838448266848;19127
"942";1995;"PB";5;0,827433628318584;226
"923";1995;"PB";10;0;0
"926";1995;"PB";11;0;0
"924";1995;"PB";13;0,00319488817891374;313
"925";1995;"PB";14;0,642105263157895;855
"933";1995;"PB";15;0,585191245653508;14667
"937";1995;"PB";16;0,469613259668508;181
"939";1995;"PB";17;0,636447489787851;7589
"922";1995;"PB";18;0,716425005942477;4207
"943";1995;"PB";19;0,722987067167292;9588
"934";1995;"PB";20;0,80225988700565;354
"927";1995;"PB";21;0,285549132947977;865
"928";1995;"PB";23;0,622854944209311;12995
"938";1995;"PB";24;0,659713168187745;767
"936";1995;"PB";26;0,669970039179534;4339
"941";1995;"PB";27;0,76678445229682;283
"935";1995;"PB";28;0,723770491803279;1220
"929";1995;"PB";29;0,523219814241486;323
"930";1995;"PB";31;0,767955801104972;543
"940";1995;"PB";34;0,75;140
"932";1995;"PB";35;1;20
"931";1995;"PB";36;0,8715953307393;771
"944";1995;"PE";1;0,783310057518877;84494
"965";1995;"PE";5;0,528888888888889;225
"946";1995;"PE";10;0;0
"949";1995;"PE";11;0,164285714285714;140
"947";1995;"PE";13;0,757142857142857;70
"948";1995;"PE";14;0,548161120840631;2284
"956";1995;"PE";15;0,448213426233641;130893
"960";1995;"PE";16;0,0146056475170399;1027
"962";1995;"PE";17;0,31279598182253;20905
"945";1995;"PE";18;0,815017646342948;8217
"966";1995;"PE";19;0,468636743797045;3587
"957";1995;"PE";20;0,593270365997639;1694
"950";1995;"PE";21;0,181147803783264;3119
"951";1995;"PE";23;0,470289288506646;2558
"961";1995;"PE";24;0,277971646673937;9170
"959";1995;"PE";26;0,563648792343916;13166
"964";1995;"PE";27;0,148629556371856;3539
"958";1995;"PE";28;0,301369863013699;5256
"952";1995;"PE";29;0,182341650671785;2084
"953";1995;"PE";31;0,0522976945690856;6463
"963";1995;"PE";34;0,0718327183271833;4065
"955";1995;"PE";35;0,636842105263158;190
"954";1995;"PE";36;0,591019417475728;4120
"967";1995;"PI";1;0,787255909558068;2919
"988";1995;"PI";5;0,922413793103448;116
"969";1995;"PI";10;0;0
"972";1995;"PI";11;0,666666666666667;3
"970";1995;"PI";13;1;2
"971";1995;"PI";14;0,104166666666667;2160
"979";1995;"PI";15;0,571309075700544;4782
"983";1995;"PI";16;0;731
"985";1995;"PI";17;0,601113172541744;1617
"968";1995;"PI";18;0,856270358306189;4912
"989";1995;"PI";19;0,659513590844063;699
"980";1995;"PI";20;0,958637469586375;411
"973";1995;"PI";21;0,55;20
"974";1995;"PI";23;0,853321575543798;3402
"984";1995;"PI";24;0,574507966260544;1067
"982";1995;"PI";26;0,868029739776952;2690
"987";1995;"PI";27;0,97979797979798;99
"981";1995;"PI";28;0,903177004538578;661
"975";1995;"PI";29;0,916666666666667;36
"976";1995;"PI";31;0,947368421052632;76
"986";1995;"PI";34;0,91025641025641;156
"978";1995;"PI";35;0,823529411764706;51
"977";1995;"PI";36;0,844009489916963;1686
"990";1995;"PR";1;0,555374024373037;134657
"1011";1995;"PR";5;0,747787610619469;226
"992";1995;"PR";10;0,105580693815988;663
"995";1995;"PR";11;0,666666666666667;30
"993";1995;"PR";13;0,167848699763593;423
"994";1995;"PR";14;0,376210705182668;5885
"1002";1995;"PR";15;0,30741962280911;121583
"1006";1995;"PR";16;0,107172528385489;3611
"1008";1995;"PR";17;0,416116815679538;25613
"991";1995;"PR";18;0,764654979901742;35824
"1012";1995;"PR";19;0,437951701040014;11346
"1003";1995;"PR";20;0,495896903295642;68363
"996";1995;"PR";21;0,164344820362418;19094
"997";1995;"PR";23;0,411224055024652;16429
"1007";1995;"PR";24;0,187529356505402;17032
"1005";1995;"PR";26;0,387078839097076;26979
"1010";1995;"PR";27;0,18341106769192;7933
"1004";1995;"PR";28;0,26064857171902;19674
"998";1995;"PR";29;0,0956264157518732;28695
"999";1995;"PR";31;0,0969807868252516;8744
"1009";1995;"PR";34;0,162673694298035;12522
"1001";1995;"PR";35;0,225359342915811;1948
"1000";1995;"PR";36;0,509541015073675;35426
"1036";1995;"RJ";1;0,747348018544226;38179
"1057";1995;"RJ";5;0,467465753424658;4672
"1038";1995;"RJ";10;0,136363636363636;22
"1041";1995;"RJ";11;0,0042397949122461;10142
"1039";1995;"RJ";13;0,0714801444043321;1385
"1040";1995;"RJ";14;0,287733467945482;7924
"1048";1995;"RJ";15;0,356535189481825;100854
"1052";1995;"RJ";16;0,0105601469237833;2178
"1054";1995;"RJ";17;0,333354214301375;31927
"1037";1995;"RJ";18;0,51005943911812;75203
"1058";1995;"RJ";19;0,428840232637701;11692
"1049";1995;"RJ";20;0,514952349654946;6086
"1042";1995;"RJ";21;0,382484426529864;13645
"1043";1995;"RJ";23;0,112945264986968;4604
"1053";1995;"RJ";24;0,13391723554198;54347
"1051";1995;"RJ";26;0,402009536784741;29360
"1056";1995;"RJ";27;0,0601020181858505;36072
"1050";1995;"RJ";28;0,167099145853606;36996
"1044";1995;"RJ";29;0,101184551065101;20092
"1045";1995;"RJ";31;0,130864197530864;9315
"1055";1995;"RJ";34;0,138892183608113;8431
"1047";1995;"RJ";35;0,048561650171122;21622
"1046";1995;"RJ";36;0,478650359403497;18642
"1013";1995;"RN";1;0,724758924580114;15659
"1034";1995;"RN";5;0,767283349561831;1027
"1015";1995;"RN";10;0,398271798900236;1273
"1018";1995;"RN";11;0,00575060532687651;3304
"1016";1995;"RN";13;0,705357142857143;112
"1017";1995;"RN";14;0,517811454438103;5081
"1025";1995;"RN";15;0,543781119549364;19883
"1029";1995;"RN";16;0;25
"1031";1995;"RN";17;0,615485852160562;9118
"1014";1995;"RN";18;0,865378944264229;6782
"1035";1995;"RN";19;0,761741122565865;873
"1026";1995;"RN";20;0,891170431211499;487
"1019";1995;"RN";21;0,779342723004695;213
"1020";1995;"RN";23;0,563495675921711;2197
"1030";1995;"RN";24;0,739197530864197;648
"1028";1995;"RN";26;0,808788909233586;3823
"1033";1995;"RN";27;0,503105590062112;161
"1027";1995;"RN";28;0,422077922077922;308
"1021";1995;"RN";29;0,200692041522491;578
"1022";1995;"RN";31;0,857142857142857;7
"1032";1995;"RN";34;0,357954545454545;176
"1024";1995;"RN";35;0,315789473684211;38
"1023";1995;"RN";36;0,778617710583153;926
"1059";1995;"RO";1;0,402877697841727;2780
"1080";1995;"RO";5;0;0
"1061";1995;"RO";10;0;0
"1064";1995;"RO";11;0,330882352941176;136
"1062";1995;"RO";13;0,124579124579125;1188
"1063";1995;"RO";14;0,455516014234875;281
"1071";1995;"RO";15;0,480408068629724;4313
"1075";1995;"RO";16;0;11
"1077";1995;"RO";17;0,754716981132076;53
"1060";1995;"RO";18;0,937238493723849;239
"1081";1995;"RO";19;1;15
"1072";1995;"RO";20;0,723205543420954;13277
"1065";1995;"RO";21;0,506024096385542;83
"1066";1995;"RO";23;0;9
"1076";1995;"RO";24;0,478991596638655;119
"1074";1995;"RO";26;0,632692307692308;1040
"1079";1995;"RO";27;0,445454545454545;110
"1073";1995;"RO";28;0,724061810154525;453
"1067";1995;"RO";29;0,823529411764706;17
"1068";1995;"RO";31;0,8;5
"1078";1995;"RO";34;0,670542635658915;258
"1070";1995;"RO";35;0,666666666666667;6
"1069";1995;"RO";36;0,870866141732283;635
"1082";1995;"RR";1;0,311926605504587;436
"1103";1995;"RR";5;0;0
"1084";1995;"RR";10;0;0
"1087";1995;"RR";11;0;0
"1085";1995;"RR";13;0;0
"1086";1995;"RR";14;0;0
"1094";1995;"RR";15;0,352092352092352;693
"1098";1995;"RR";16;0;4
"1100";1995;"RR";17;0;2
"1083";1995;"RR";18;0,96551724137931;29
"1104";1995;"RR";19;1;1
"1095";1995;"RR";20;0,805369127516778;298
"1088";1995;"RR";21;0;0
"1089";1995;"RR";23;0;0
"1099";1995;"RR";24;1;3
"1097";1995;"RR";26;0,654639175257732;194
"1102";1995;"RR";27;1;2
"1096";1995;"RR";28;0,936170212765957;47
"1090";1995;"RR";29;0;0
"1091";1995;"RR";31;0;0
"1101";1995;"RR";34;0,714285714285714;7
"1093";1995;"RR";35;0;0
"1092";1995;"RR";36;0,888888888888889;9
"1105";1995;"RS";1;0,551588848402678;118010
"1126";1995;"RS";5;0,451807228915663;498
"1107";1995;"RS";10;0,0521077283372365;1708
"1110";1995;"RS";11;0,388888888888889;18
"1108";1995;"RS";13;0,3;40
"1109";1995;"RS";14;0,358502405354528;4781
"1117";1995;"RS";15;0,193853114338558;135711
"1121";1995;"RS";16;0,410555174777245;20426
"1123";1995;"RS";17;0,281286087643591;16453
"1106";1995;"RS";18;0,494998672213862;22594
"1127";1995;"RS";19;0,358054555040161;225717
"1118";1995;"RS";20;0,470164300115825;23311
"1111";1995;"RS";21;0,222810111699001;13608
"1112";1995;"RS";23;0,0311614730878187;1412
"1122";1995;"RS";24;0,0877830829208463;22829
"1120";1995;"RS";26;0,400338892357086;22426
"1125";1995;"RS";27;0,0907129455909944;21320
"1119";1995;"RS";28;0,128257110488343;50313
"1113";1995;"RS";29;0,0773418566260405;56942
"1114";1995;"RS";31;0,0914768784303829;15851
"1124";1995;"RS";34;0,0432774546698597;29230
"1116";1995;"RS";35;0,194130925507901;886
"1115";1995;"RS";36;0,323136771395774;47042
"1128";1995;"SC";1;0,502108104490597;44827
"1149";1995;"SC";5;0,303987155472304;7474
"1130";1995;"SC";10;0,00761260308733347;4729
"1133";1995;"SC";11;0,5;6
